sigma,loss,loss_std,model
4.82336,0.0735299876951312,0.0011596762683612,Random
4.1,0.0308803397348251,0.0006131943311171,Random
3.37665,0.0083979053246994,0.0002161500285432,Random
9.88685,0.0027413210019598,0.0006459876024519,Noise_0.1
9.16349,0.0029205098453493,0.0006797120253236,Noise_0.1
8.44014,0.0030802001583753,0.0007056490640498,Noise_0.1
7.71678,0.0031970161479248,0.0007175740560541,Noise_0.1
6.99343,0.003235708139431,0.0007067988246196,Noise_0.1
6.27007,0.0031475739202886,0.0006625518971088,Noise_0.1
5.54672,0.0028755969011255,0.0005746254472559,Noise_0.1
4.82336,0.002377253563351,0.0004406508807379,Noise_0.1
4.1,0.0016774510752353,0.000278507303098,Noise_0.1
3.37665,0.0009309414546082,0.0001322115187471,Noise_0.1
9.88685,0.0028675410298025,0.0006308493523538,Noise_0.2
9.16349,0.0030951684457462,0.000663277264609,Noise_0.2
8.44014,0.0033174064767575,0.0006878537311821,Noise_0.2
